Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,AQI,heat_stroke,hypothermia,migraine,allergies,dehydration,skin_disease,sunburn_risk,respiratory_infection,joint_pain,stroke_risk,vertigo_risk,asthma,low_bp,cardiac_arrest,back_pain,paralysis_risk,pressure_problem,cluster,safe_or_unsafe,safe_or_unsafe_binary
3941,23rd week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,63,,1,6,2015,24.0294885,73.0459884,0.0001699508136,,317.6633334,252,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3942,23rd week,Karnataka,Bangalore Urban,Dengue,16,,4,6,2015,12.94514225,77.553645,0.8215504659,10.0,304.45,197,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
3943,23rd week,Karnataka,Tumkur,Dengue,23,,29,5,2015,13.3400771,77.1006208,0.02869890738,9.0,309.85,265,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3944,23rd week,Maharashtra,Ahmednagar,Acute Diarrhoeal Disease,15,,27,5,2015,19.1627725,74.8580243,0.0006341289129,3.0,317.87,192,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3945,23rd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,10,,1,6,2015,21.12304765,79.79390882,0.007143356648,,319.07,225,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3946,23rd week,Mizoram,Champhai,Acute Diarrhoeal Disease,188,,30,5,2015,23.6317319,93.34931854,0.172044429,37.0,297.43,248,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
3947,23rd week,Tamil Nadu,Virudhunagar,Dengue,11,,31,5,2015,9.5208936,77.8784564,0.1365211513,10.0,310.23,198,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3948,23rd week,Karnataka,Kalburgi,Cholera,22,1.0,7,4,2015,17.166667,77.083333,0.001001715921,,320.9633334,219,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3949,23rd week,Kerala,Kannur,Dengue,41,,28,3,2015,11.8763836,75.3737973,,28.0,305.26,203,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3950,23rd week,Kerala,Kozhikode,Dengue,24,,4,5,2015,11.2450558,75.7754716,0.2353115639,,,285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3951,23rd week,Maharashtra,Pune,Acute Diarrhoeal Disease,10,,11,5,2015,18.521428,73.8544541,0.09445700622,7.0,316.144,169,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3952,23rd week,Karnataka,Chikkaballapur,Dengue And Chikungunya,657,,29,4,2015,13.6102243,77.5127721,0.1991597667,6.0,308.2633334,177,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3953,24th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,15,,8,6,2015,17.7222517,83.32670984,1.090899644,5.0,306.66,191,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3954,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,15,,3,6,2015,21.1498134,79.0820556,0.02092874918,3.0,318.536,106,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3955,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,52,,5,6,2015,21.1498134,79.0820556,0.02603046197,3.0,316.536,214,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3956,24th week,Madhya Pradesh,Khargone,Cholera,44,,10,6,2015,21.825599,75.614182,0.04586098706,,319.34000000000003,107,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3957,24th week,Odisha,Angul,Acute Diarrhoeal Disease,28,,17,6,2015,20.8382426,85.0973949,0.7398750288,,,70,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3958,24th week,Odisha,Puri,Acute Diarrhoeal Disease,11,,12,6,2015,19.8076083,85.8252538,0.1981705839,7.0,308.72,131,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3959,24th week,Tamil Nadu,Salem,Dengue,15,,7,6,2015,11.0600516,77.0679581,0.238521734,11.0,304.09000000000003,118,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
3960,24th week,West Bengal,Jalpaiguri,Malaria,54,,15,6,2015,26.4733048,88.67886686,1.502784551,12.0,290.88,180,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3961,24th week,West Bengal,Jalpaiguri,Malaria,83,,15,6,2015,26.4733048,88.67886686,1.502784551,12.0,290.88,136,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3962,24th week,West Bengal,Midnapur West,Acute Diarrhoeal Disease,200,,9,6,2015,22.4205314,87.3219109,0.07864023381,,311.7266666,267,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,unsafe,0
3963,24th week,Gujarat,Sabarkantha,Dengue,22,,20,5,2015,24.0294885,73.0459884,0.004588629021,6.0,319.7366666,214,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3964,24th week,Karnataka,Tumkur,Dengue,12,,25,5,2015,13.3400771,77.1006208,0.1361838833,,306.15000000000003,265,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3965,24th week,Karnataka,Tumkur,Malaria,16,,29,5,2015,13.3400771,77.1006208,0.02869890738,9.0,309.85,98,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3966,24th week,Karnataka,Kolar,Dengue,66,,22,5,2015,13.1367201,78.1337246,0.533721342,9.0,304.5866666,196,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3967,24th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,156,,23,4,2015,9.98408,76.2741457,0.6876976766,,303.5666666,164,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
3968,24th week,Kerala,Idukki,Dengue,16,,2,4,2015,9.8497872,76.9797914,0.3146914144,42.0,303.79,138,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
3969,24th week,Kerala,Kasaragod,Dengue,33,1.0,1,6,2015,12.5035577,74.9907022,0.5665897706,,298.02,134,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
3970,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,43,,31,5,2015,21.1498134,79.0820556,0.01600471232,4.0,319.49333340000004,177,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3971,24th week,Tamil Nadu,Salem,Chikungunya,11,,2,6,2015,11.0600516,77.0679581,0.1914351563,,305.81333340000003,189,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3972,24th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,42,,1,6,2015,25.53609455,81.44672839,5.03e-05,,314.99,298,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3973,25th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,71,,15,6,2015,14.6546235,77.55625984,0.1592405045,5.0,313.15000000000003,238,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3974,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,55,1.0,14,6,2015,13.1601048,79.15555062,0.48945949,14.0,306.42,218,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3975,25th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,33,,19,6,2015,21.1882332,82.48484762,0.478057921,9.0,307.01,210,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3976,25th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,16,,11,6,2015,21.1882332,82.48484762,0.1008011458,8.0,306.615,227,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
3977,25th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,45,,18,6,2015,21.75,73.0,0.4464055969,,309.28000000000003,166,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3978,25th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,38,,15,6,2015,24.172056,72.431134,0.01902643619,6.0,312.375,245,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3979,25th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,10,,20,6,2015,23.6015557,72.3867981,0.08118033826,5.0,311.545,176,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,unsafe,0
3980,25th week,Gujarat,Morbi,Acute Diarrhoeal Disease,98,,12,6,2015,22.8176662,70.8345928,0.05572676094,2.0,315.228,283,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3981,25th week,Gujarat,Surat,Acute Diarrhoeal Disease,77,,11,6,2015,21.19177615,72.95441578,0.2175673923,8.0,310.92,298,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3982,25th week,Karnataka,Kalburgi,Cholera,156,,16,6,2015,17.166667,77.083333,0.687426363,2.0,318.38,120,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3983,25th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,156,,15,6,2015,9.98408,76.2741457,1.07748408,29.0,299.0866666,135,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
3984,25th week,Maharashtra,Washim,Acute Diarrhoeal Disease,45,,12,6,2015,20.28741775,77.2369655,0.2717178567,2.0,317.265,296,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3985,25th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,10,,12,6,2015,20.32570375,78.11691397,0.1740159098,3.0,317.035,82,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3986,25th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,18,,11,6,2015,23.9342963,76.14523314,0.02695224412,3.0,320.9233334,130,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3987,25th week,Madhya Pradesh,Nimach,Acute Diarrhoeal Disease,55,,19,6,2015,24.4624649,74.8501137,0.1928042494,3.0,308.016,201,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3988,25th week,Madhya Pradesh,Shajapur,Acute Diarrhoeal Disease,65,,16,6,2015,23.37074105,76.62051527,0.4386026436,3.0,312.1,110,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
3989,25th week,Rajasthan,Hanumangarh,Acute Diarrhoeal Disease,30,,14,6,2015,29.5760254,74.3342203,0.07898035984,3.0,313.3333334,110,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,unsafe,0
3990,25th week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,82,,19,6,2015,25.48877345,74.69961284,0.03417028815,5.0,311.8566666,147,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3991,25th week,Rajasthan,Bhilwara,Acute Diarrhoeal Disease,73,,19,6,2015,25.48877345,74.69961284,0.03417028815,5.0,311.8566666,77,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3992,25th week,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,12,,19,6,2015,9.3895523,78.85907072,,8.0,312.6733334,235,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3993,25th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,47,,18,6,2015,9.4477045,77.8000434,0.05269374181,,312.66,92,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3994,25th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,14,,26,6,2015,23.2495714,87.8681751,0.9555868208,,,218,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3995,25th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,213,,23,6,2015,22.3599134,87.41331448,0.7059749579,11.0,303.48,216,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
3996,25th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,54,,11,6,2015,22.3599134,87.41331448,0.04125139154,6.0,308.40500000000003,135,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3997,25th week,Kerala,Idukki,Dengue,11,,16,5,2015,9.8497872,76.9797914,1.219305999,,,226,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
3998,25th week,Karnataka,Tumkur,Dengue,35,,29,5,2015,13.3400771,77.1006208,0.02869890738,9.0,309.85,66,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
3999,25th week,Karnataka,Tumkur,Chikungunya,32,,7,6,2015,13.3400771,77.1006208,0.5717243387,10.0,301.31,147,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4000,25th week,Karnataka,Kolar,Dengue,27,,8,6,2015,13.1367201,78.1337246,0.3998907465,11.0,307.71,247,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4001,25th week,Karnataka,Bangalore Urban,Dengue,16,,9,6,2015,12.94514225,77.553645,0.3341637625,,304.41,287,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4002,25th week,Tamil Nadu,Tiruchirapalli,Dengue,11,,8,6,2015,10.8219673,78.6830614,0.1777859728,10.0,309.8933334,247,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4003,26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,16,,26,6,2015,20.952407,72.9323831,1.366120498,,,147,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
4004,26th week,Gujarat,Narmada,Cholera,15,,24,6,2015,21.8678464,73.5025585,0.1861349374,7.0,307.94,114,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4005,26th week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,23,,24,6,2015,23.46920055,84.73568423,0.9753135469,8.0,310.0,123,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4006,26th week,Karnataka,Shimoga,Chikungunya,16,,20,6,2015,13.9326093,75.574978,0.7811891202,4.0,,134,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4007,26th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,55,,28,6,2015,14.2266443,76.4005122,0.1091319372,7.0,302.1733334,54,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4008,26th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,13,,21,6,2015,21.13170235,74.48990147,0.4671923081,3.0,308.9866666,51,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4009,26th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,63,1.0,26,6,2015,21.13170235,74.48990147,0.622034158,,311.1,71,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4010,26th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,61,,22,6,2015,19.75907035,80.16228073,2.708234172,7.0,,161,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4011,26th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,32,,22,6,2015,20.84288265,75.52612464,0.2272338494,4.0,312.1,106,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4012,26th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,64,,19,6,2015,20.84288265,75.52612464,0.4408267728,4.0,312.36,115,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4013,26th week,Maharashtra,Nagpur,Cholera,22,,18,6,2015,21.1498134,79.0820556,0.8991027367,,314.75,123,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4014,26th week,Madhya Pradesh,Betul,Malaria,65,,20,6,2015,21.8796162,77.87568125,0.5761275592,14.0,306.2333334,147,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4015,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,48,,23,6,2015,21.825599,75.614182,0.3837586687,7.0,310.90000000000003,193,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4016,26th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,30,,29,6,2015,20.1160666,85.11195644,0.3039016719,18.0,305.7666666,161,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4017,26th week,Odisha,Malkangiri,Malaria,167,,28,6,2015,18.35835435,81.89823749,0.5675604978,10.0,300.56,228,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4018,26th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,13,,23,6,2015,9.4477045,77.8000434,0.04787298051,8.0,310.14,174,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4019,26th week,West Bengal,Purulia,Malaria,21,,23,6,2015,23.3291882,86.3672378,0.3922971656,9.0,303.3933334,216,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4020,26th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,95,,29,6,2015,22.3599134,87.41331448,1.02378928,6.0,,135,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4021,26th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,20,,1,7,2015,22.3599134,87.41331448,1.16591962,6.0,,125,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4022,26th week,Arunachal Pradesh,East Siang,Dengue,68,,8,6,2015,28.3,95.15,4.401960024,17.0,297.15000000000003,137,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
4023,26th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,42,,16,6,2015,20.9727404,80.69155548,0.6496737212,8.0,312.42,288,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4024,26th week,Jammu and Kashmir,Rajouri,Acute Diarrhoeal Disease,35,,8,6,2015,33.3772495,74.3132332,1.310911652,13.0,296.98,217,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
4025,26th week,Karnataka,Tumkur,Chikungunya,114,,29,4,2015,13.3400771,77.1006208,0.1861886107,8.0,308.64,87,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4026,26th week,Karnataka,Kolar,Dengue,53,,8,6,2015,13.1367201,78.1337246,0.3998907465,11.0,307.71,237,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4027,26th week,Karnataka,Udupi,Dengue,176,,2,6,2015,13.3419169,74.7473232,0.3156843163,,305.0,108,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4028,26th week,Kerala,Ernakulam,Dengue,14,,15,5,2015,9.98408,76.2741457,1.663088349,10.0,,187,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
4029,26th week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,18,,8,6,2015,21.12304765,79.79390882,0.03204782534,4.0,314.75,148,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4030,26th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,16,,16,6,2015,21.1498134,79.0820556,0.6206740578,4.0,316.4666666,241,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4031,26th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,58,,15,6,2015,20.32570375,78.11691397,0.5604884504,3.0,315.1066666,292,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4032,27th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,22,,28,6,2015,21.6783969,81.43047623,0.7141596569,4.0,310.08,112,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4033,27th week,Chhattisgarh,Mungeli,Acute Diarrhoeal Disease,66,,27,6,2015,22.0661098,81.6874282,0.9587710593,13.0,303.84000000000003,98,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4034,27th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,17,,1,7,2015,21.1882332,82.48484762,0.298851477,11.0,302.1,241,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4035,27th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,31,,29,6,2015,24.0294885,73.0459884,0.8090616367,6.0,301.285,81,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4036,27th week,Karnataka,Gadag,Chikungunya,30,,3,7,2015,15.4206667,75.6225644,0.1558220431,,306.01,184,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4037,27th week,Karnataka,Belgaum,Cholera,9,,30,6,2015,15.8572666,74.5069343,0.6720285708,10.0,299.32,70,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
4038,27th week,Karnataka,Raichur,Acute Diarrhoeal Disease,59,,1,7,2015,16.083333,77.166667,0.04270598511,3.0,309.4866666,69,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4039,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,85,,29,6,2015,19.877263,75.3390241,0.7088062252,6.0,307.2133334,203,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4040,27th week,Maharashtra,Amravati,Acute Diarrhoeal Disease,56,,1,7,2015,20.9521098,77.7333168,0.02767676217,4.0,310.9466666,176,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4041,27th week,Maharashtra,Kolhapur,Malaria,48,,26,6,2015,16.7028412,74.2405329,0.9542822088,,301.78000000000003,117,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4042,27th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,57,,1,7,2015,17.1726928,74.58676543,0.07099890322,9.0,303.4066666,159,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4043,27th week,Maharashtra,Thane,Acute Diarrhoeal Disease,20,,30,6,2015,19.1943294,72.9701779,1.097223606,11.0,301.71,165,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4044,27th week,Maharashtra,Thane,Acute Diarrhoeal Disease,18,,2,7,2015,19.1943294,72.9701779,0.4172113521,11.0,301.5666666,263,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4045,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,18,,27,6,2015,21.825599,75.614182,0.5012860387,10.0,307.56,192,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4046,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,27,,29,6,2015,21.825599,75.614182,0.306029539,10.0,306.3,169,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4047,27th week,Madhya Pradesh,Panna,Cholera,56,2.0,1,7,2015,24.5,80.25,0.6532520202,8.0,304.1333334,281,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4048,27th week,Odisha,Khurda,Acute Diarrhoeal Disease,24,,1,7,2015,20.1540594,85.7086509,0.4721058709,10.0,306.23,262,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
4049,27th week,Tamil Nadu,Tiruvannamalai,Dengue,8,,1,7,2015,12.22721295,79.07015555,0.04923516381,11.0,308.36,128,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4050,27th week,Tamil Nadu,Kancheepuram,Dengue,9,,2,7,2015,12.87960515,79.70427615,0.03157146974,10.0,309.11333340000004,263,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4051,27th week,Tamil Nadu,Krishnagiri,Dengue,8,,4,7,2015,12.5188835,78.2206536,0.0661046851,,305.8466666,165,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4052,27th week,Tamil Nadu,Vellore,Chikungunya,14,,26,6,2015,12.7948109,79.0006411,0.02032866398,,306.64,141,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4053,27th week,West Bengal,Nadia,Acute Diarrhoeal Disease,59,,26,6,2015,23.48454125,88.55676307,0.9757700111,,300.85,63,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4054,27th week,West Bengal,South 24 parganas,Acute Diarrhoeal Disease,18,,27,6,2015,22.5760669,88.42006758,0.9995718671,4.0,,204,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4055,27th week,Karnataka,Tumkur,Chikungunya,40,,22,6,2015,13.3400771,77.1006208,0.4437743554,6.0,,174,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
4056,27th week,Kerala,Ernakulam,Dengue,18,,26,3,2015,9.98408,76.2741457,0.02981573457,34.0,304.24,282,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
4057,27th week,Kerala,Ernakulam,Dengue,18,,16,6,2015,9.98408,76.2741457,1.160995496,29.0,301.65000000000003,217,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4058,27th week,Kerala,Malappuram,Dengue,15,1.0,19,5,2015,11.10684475,76.1099551,2.92197665,18.0,300.92,107,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4059,27th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,15,,20,6,2015,20.32570375,78.11691397,0.8291251264,3.0,312.84000000000003,77,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
4060,28th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,101,,6,7,2015,14.4752936,78.8216861,0.009533108693,7.0,307.27,75,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
4061,28th week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,29,,8,7,2015,16.99842865,81.71561488,0.1025574804,16.0,302.88,162,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
4062,28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,41,,10,7,2015,30.1389108,77.301064,0.714428752,4.0,300.66,240,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
